EQUIPO_LOCAL;EQUIPO_VISITANTE
Rayo Vallecano;Figueres
Rayo Vallecano;Getafe
Rayo Vallecano;Gimn. Tarragon
Rayo Vallecano;Girona
Rayo Vallecano;Granada
Rayo Vallecano;Granada 74
Rayo Vallecano;Hércules
Rayo Vallecano;Huesca
Rayo Vallecano;Jaén
Rayo Vallecano;Las Palmas
Rayo Vallecano;Leganés
Rayo Vallecano;Levante
Rayo Vallecano;Linares
Rayo Vallecano;Lleida
Rayo Vallecano;Logroñés
Rayo Vallecano;Málaga
Rayo Vallecano;Málaga (C.D.)
Rayo Vallecano;Málaga B
Rayo Vallecano;Mallorca
Rayo Vallecano;Mallorca B
Rayo Vallecano;Marbella
Rayo Vallecano;Mérida
Rayo Vallecano;Mollerussa
Rayo Vallecano;Murcia
Rayo Vallecano;Numancia
Rayo Vallecano;Orihuela
Rayo Vallecano;Osasuna
Rayo Vallecano;Ourense
Rayo Vallecano;Oviedo
Rayo Vallecano;Palamós
Rayo Vallecano;Palencia
Rayo Vallecano;Ponferradina
Rayo Vallecano;Pontevedra
Rayo Vallecano;Rac. Santander
Rayo Vallecano;Real Madrid
Rayo Vallecano;Real Madrid B
Rayo Vallecano;Real Sociedad
Rayo Vallecano;Real Unión
Rayo Vallecano;Rec. Huelva
Rayo Vallecano;Sabadell
Rayo Vallecano;Salamanca
Rayo Vallecano;Sant Andreu
Rayo Vallecano;Sestao
Rayo Vallecano;Sevilla
Rayo Vallecano;Sevilla B
Rayo Vallecano;Sporting Gijón
Rayo Vallecano;Tenerife
Rayo Vallecano;Terrassa
Rayo Vallecano;Toledo
Rayo Vallecano;Valencia
Rayo Vallecano;Valencia B
Rayo Vallecano;Valladolid
Rayo Vallecano;Villarreal
Rayo Vallecano;Villarreal B
Rayo Vallecano;Xerez
Rayo Vallecano;Zaragoza
Rayo Vallecano;Zaragoza B
Real Madrid B;Alavés
Real Madrid B;Albacete
Real Madrid B;Alcorcón
Real Madrid B;Algeciras
Real Madrid B;Almería
Real Madrid B;Almería (A.D.)
Real Madrid B;Alzira
Real Madrid B;At. Madrid B
Real Madrid B;Ath. Bilbao B
Real Madrid B;Avilés
Real Madrid B;Badajoz
Real Madrid B;Barakaldo
Real Madrid B;Barcelona B
Real Madrid B;Betis
Real Madrid B;Burgos
Real Madrid B;Burgos (Real)
Real Madrid B;Cádiz
Real Madrid B;Calvo Sotelo
Real Madrid B;Cartagena F.C.
Real Madrid B;Castellón
Real Madrid B;Celta
Real Madrid B;Ceuta
Real Madrid B;Compostela
Real Madrid B;Córdoba
Real Madrid B;Dptivo. Coruña
Real Madrid B;Écija
Real Madrid B;Éibar
Real Madrid B;Ejido
Real Madrid B;Elche
Real Madrid B;Espanyol
Real Madrid B;Extremadura
Real Madrid B;Ferrol
Real Madrid B;Figueres
Real Madrid B;Getafe
Real Madrid B;Gimn. Tarragon
Real Madrid B;Girona
Real Madrid B;Granada
Real Madrid B;Granada 74
Real Madrid B;Guadalajara
Real Madrid B;Hércules
Real Madrid B;Huesca
Real Madrid B;Jaén
Real Madrid B;Las Palmas
Real Madrid B;Leganés
Real Madrid B;Levante
Real Madrid B;Linares
Real Madrid B;Lleida
Real Madrid B;Logroñés
Real Madrid B;Lorca
Real Madrid B;Lugo
Real Madrid B;Málaga
Real Madrid B;Málaga (C.D.)
Real Madrid B;Málaga B
Real Madrid B;Mallorca
Real Madrid B;Marbella
Real Madrid B;Mérida
Real Madrid B;Mirandés
Real Madrid B;Mollerussa
Real Madrid B;Murcia
Real Madrid B;Numancia
Real Madrid B;Osasuna
Real Madrid B;Ourense
Real Madrid B;Oviedo
Real Madrid B;Palamós
Real Madrid B;Palencia
Real Madrid B;Ponferradina
Real Madrid B;Rac. Santander
Real Madrid B;Rayo Vallecano
Real Madrid B;Rec. Huelva
Real Madrid B;Sabadell
Real Madrid B;Salamanca
Real Madrid B;Sestao
Real Madrid B;Sporting Gijón
Real Madrid B;Tenerife
Real Madrid B;Terrassa
Real Madrid B;Toledo
Real Madrid B;Valencia
Real Madrid B;Valladolid
Real Madrid B;Vecindario
Real Madrid B;Villarreal
Real Madrid B;Xerez
Real Madrid B;Zaragoza
Real Madrid B;Zaragoza B
Real Madrid;Alavés
Real Madrid;Albacete
Real Madrid;Almería
Real Madrid;Almería (A.D.)
Real Madrid;At. Madrid
Real Madrid;Ath. Bilbao
Real Madrid;Barcelona
Real Madrid;Betis
Real Madrid;Burgos
Real Madrid;Burgos (Real)
Real Madrid;Cádiz
Real Madrid;Castellón
Real Madrid;Celta
Real Madrid;Compostela
Real Madrid;Córdoba
Real Madrid;Dptivo. Coruña
Real Madrid;Éibar
Real Madrid;Elche
Real Madrid;Espanyol
Real Madrid;Extremadura
Real Madrid;Getafe
Real Madrid;Gimn. Tarragon
Real Madrid;Granada
Real Madrid;Hércules
Real Madrid;Las Palmas
Real Madrid;Levante
Real Madrid;Lleida
Real Madrid;Logroñés
Real Madrid;Málaga
Real Madrid;Málaga (C.D.)
Real Madrid;Mallorca
Real Madrid;Mérida
Real Madrid;Murcia
Real Madrid;Numancia
Real Madrid;Osasuna
Real Madrid;Oviedo
Real Madrid;Rac. Santander
Real Madrid;Rayo Vallecano
Real Madrid;Real Sociedad
Real Madrid;Rec. Huelva
Real Madrid;Sabadell
Real Madrid;Salamanca
Real Madrid;Sevilla
Real Madrid;Sporting Gijón
Real Madrid;Tenerife
Real Madrid;Valencia
Real Madrid;Valladolid
Real Madrid;Villarreal
Real Madrid;Xerez
Real Madrid;Zaragoza
Real Sociedad;Alavés
Real Sociedad;Albacete
Real Sociedad;Alicante
Real Sociedad;Almería
Real Sociedad;Almería (A.D.)
Real Sociedad;At. Madrid
Real Sociedad;Ath. Bilbao
Real Sociedad;Barcelona
Real Sociedad;Betis
Real Sociedad;Burgos
Real Sociedad;Burgos (Real)
Real Sociedad;Cádiz
Real Sociedad;Cartagena
Real Sociedad;Castellón
Real Sociedad;Celta
Real Sociedad;Compostela
Real Sociedad;Córdoba
Real Sociedad;Dptivo. Coruña
Real Sociedad;Éibar
Real Sociedad;Ejido
Real Sociedad;Elche
Real Sociedad;Espanyol
Real Sociedad;Extremadura
Real Sociedad;Ferrol
Real Sociedad;Getafe
Real Sociedad;Gimn. Tarragon
Real Sociedad;Girona
Real Sociedad;Granada
Real Sociedad;Granada 74
Real Sociedad;Hércules
Real Sociedad;Huesca
Real Sociedad;Las Palmas
Real Sociedad;Levante
Real Sociedad;Lleida
Real Sociedad;Logroñés
Real Sociedad;Málaga
Real Sociedad;Málaga (C.D.)
Real Sociedad;Mallorca
Real Sociedad;Mérida
Real Sociedad;Murcia
Real Sociedad;Numancia
Real Sociedad;Osasuna
Real Sociedad;Oviedo
Real Sociedad;Rac. Santander
Real Sociedad;Rayo Vallecano
Real Sociedad;Real Madrid
Real Sociedad;Real Unión
Real Sociedad;Rec. Huelva
Real Sociedad;Sabadell
Real Sociedad;Salamanca
Real Sociedad;Sevilla
Real Sociedad;Sevilla B
Real Sociedad;Sporting Gijón
Real Sociedad;Tenerife
Real Sociedad;Valencia
Real Sociedad;Valladolid
Real Sociedad;Villarreal
Real Sociedad;Villarreal B
Real Sociedad;Xerez
Real Sociedad;Zaragoza
Real Unión;Albacete
Real Unión;Betis
Real Unión;Cádiz
Real Unión;Cartagena
Real Unión;Castellón
Real Unión;Celta
Real Unión;Córdoba
Real Unión;Elche
Real Unión;Gimn. Tarragon
Real Unión;Girona
Real Unión;Hércules
Real Unión;Huesca
Real Unión;Las Palmas
Real Unión;Levante
Real Unión;Murcia
Real Unión;Numancia
Real Unión;Rayo Vallecano
Real Unión;Real Sociedad
Real Unión;Rec. Huelva
Real Unión;Salamanca
Real Unión;Villarreal B
Rec. Huelva;Alavés
Rec. Huelva;Albacete
Rec. Huelva;Alcorcón
Rec. Huelva;Alcoyano
Rec. Huelva;Algeciras
Rec. Huelva;Almería
Rec. Huelva;Almería (A.D.)
Rec. Huelva;Alzira
Rec. Huelva;At. Madrid
Rec. Huelva;At. Madrid B
Rec. Huelva;Ath. Bilbao
Rec. Huelva;Ath. Bilbao B
Rec. Huelva;Badajoz
Rec. Huelva;Barakaldo
Rec. Huelva;Barcelona
Rec. Huelva;Barcelona B
Rec. Huelva;Betis
Rec. Huelva;Burgos
Rec. Huelva;Burgos (Real)
Rec. Huelva;Cádiz
Rec. Huelva;Calvo Sotelo
Rec. Huelva;Cartagena
Rec. Huelva;Cartagena F.C.
Rec. Huelva;Castellón
Rec. Huelva;Celta
Rec. Huelva;Ceuta
Rec. Huelva;Compostela
Rec. Huelva;Córdoba
Rec. Huelva;Cult. Leonesa
Rec. Huelva;Dptivo. Coruña
Rec. Huelva;Éibar
Rec. Huelva;Ejido
Rec. Huelva;Elche
Rec. Huelva;Ensidesa
Rec. Huelva;Espanyol
Rec. Huelva;Extremadura
Rec. Huelva;Ferrol
Rec. Huelva;Figueres
Rec. Huelva;Getafe
Rec. Huelva;Gimn. Tarragon
Rec. Huelva;Girona
Rec. Huelva;Granada
Rec. Huelva;Granada 74
Rec. Huelva;Guadalajara
Rec. Huelva;Hércules
Rec. Huelva;Huesca
Rec. Huelva;Jaén
Rec. Huelva;Las Palmas
Rec. Huelva;Leganés
Rec. Huelva;Levante
Rec. Huelva;Linares
Rec. Huelva;Llagostera
Rec. Huelva;Lleida
Rec. Huelva;Logroñés
Rec. Huelva;Lorca
Rec. Huelva;Lugo
Rec. Huelva;Málaga
Rec. Huelva;Málaga (C.D.)
Rec. Huelva;Málaga B
Rec. Huelva;Mallorca
Rec. Huelva;Mallorca B
Rec. Huelva;Mérida
Rec. Huelva;Mirandés
Rec. Huelva;Mollerussa
Rec. Huelva;Murcia
Rec. Huelva;Numancia
Rec. Huelva;Osasuna
Rec. Huelva;Ourense
Rec. Huelva;Oviedo
Rec. Huelva;Palamós
Rec. Huelva;Palencia
Rec. Huelva;Ponferradina
Rec. Huelva;Pontevedra
Rec. Huelva;Rac. Santander
Rec. Huelva;Rayo Vallecano
Rec. Huelva;Real Madrid
Rec. Huelva;Real Madrid B
Rec. Huelva;Real Sociedad
Rec. Huelva;Real Unión
Rec. Huelva;Sabadell
Rec. Huelva;Salamanca
Rec. Huelva;Sant Andreu
Rec. Huelva;Sestao
Rec. Huelva;Sevilla
Rec. Huelva;Sporting Gijón
Rec. Huelva;Tenerife
Rec. Huelva;Terrassa
Rec. Huelva;Toledo
Rec. Huelva;Univ.Las Palma
Rec. Huelva;Valencia
Rec. Huelva;Valladolid
Rec. Huelva;Villarreal
Rec. Huelva;Villarreal B
Rec. Huelva;Xerez
Rec. Huelva;Zaragoza
Rec. Huelva;Zaragoza B
Sabadell;Alavés
Sabadell;Albacete
Sabadell;Alcorcón
Sabadell;Alcoyano
Sabadell;Algeciras
Sabadell;Almería
Sabadell;Almería (A.D.)
Sabadell;Alzira
Sabadell;At. Madrid
Sabadell;At. Madrid B
Sabadell;Ath. Bilbao
Sabadell;Ath. Bilbao B
Sabadell;Avilés
Sabadell;Badajoz
Sabadell;Barakaldo
Sabadell;Barcelona
Sabadell;Barcelona B
Sabadell;Betis
Sabadell;Burgos
Sabadell;Burgos (Real)
Sabadell;Cádiz
Sabadell;Calvo Sotelo
Sabadell;Cartagena
Sabadell;Cartagena F.C.
Sabadell;Castellón
Sabadell;Celta
Sabadell;Ceuta
Sabadell;Compostela
Sabadell;Córdoba
Sabadell;Cult. Leonesa
Sabadell;Dptivo. Coruña
Sabadell;Éibar
Sabadell;Elche
Sabadell;Espanyol
Sabadell;Ferrol
Sabadell;Figueres
Sabadell;Getafe
Sabadell;Gimn. Tarragon
Sabadell;Girona
Sabadell;Granada
Sabadell;Guadalajara
Sabadell;Hércules
Sabadell;Huesca
Sabadell;Jaén
Sabadell;Las Palmas
Sabadell;Leganés
Sabadell;Levante
Sabadell;Linares
Sabadell;Llagostera
Sabadell;Lleida
Sabadell;Logroñés
Sabadell;Lorca
Sabadell;Lugo
Sabadell;Málaga (C.D.)
Sabadell;Mallorca
Sabadell;Marbella
Sabadell;Mérida
Sabadell;Mirandés
Sabadell;Mollerussa
Sabadell;Murcia
Sabadell;Numancia
Sabadell;Orihuela
Sabadell;Osasuna
Sabadell;Ourense
Sabadell;Oviedo
Sabadell;Palamós
Sabadell;Palencia
Sabadell;Ponferradina
Sabadell;Pontevedra
Sabadell;Rac. Santander
Sabadell;Rayo Vallecano
Sabadell;Real Madrid
Sabadell;Real Madrid B
Sabadell;Real Sociedad
Sabadell;Rec. Huelva
Sabadell;Salamanca
Sabadell;Sant Andreu
Sabadell;Sestao
Sabadell;Sevilla
Sabadell;Sporting Gijón
Sabadell;Tenerife
Sabadell;Terrassa
Sabadell;Valencia
Sabadell;Valencia B
Sabadell;Valladolid
Sabadell;Villarreal
Sabadell;Villarreal B
Sabadell;Xerez
Sabadell;Zaragoza
Sabadell;Zaragoza B
Salamanca;Alavés
Salamanca;Albacete
Salamanca;Alcorcón
Salamanca;Algeciras
Salamanca;Alicante
Salamanca;Almería
Salamanca;Almería (A.D.)
Salamanca;Alzira
Salamanca;At. Madrid
Salamanca;At. Madrid B
Salamanca;Ath. Bilbao
Salamanca;Ath. Bilbao B
Salamanca;Avilés
Salamanca;Badajoz
Salamanca;Barakaldo
Salamanca;Barcelona
Salamanca;Barcelona B
Salamanca;Betis
Salamanca;Burgos
Salamanca;Burgos (Real)
Salamanca;Cádiz
Salamanca;Calvo Sotelo
Salamanca;Cartagena
Salamanca;Cartagena F.C.
Salamanca;Castellón
Salamanca;Celta
Salamanca;Compostela
Salamanca;Córdoba
Salamanca;Dptivo. Coruña
Salamanca;Écija
Salamanca;Éibar
Salamanca;Ejido
Salamanca;Elche
Salamanca;Espanyol
Salamanca;Extremadura
Salamanca;Ferrol
Salamanca;Figueres
Salamanca;Getafe
Salamanca;Gimn. Tarragon
Salamanca;Girona
Salamanca;Granada
Salamanca;Granada 74
Salamanca;Hércules
Salamanca;Huesca
Salamanca;Jaén
Salamanca;Las Palmas
Salamanca;Leganés
Salamanca;Levante
Salamanca;Linares
Salamanca;Lleida
Salamanca;Logroñés
Salamanca;Lorca
Salamanca;Málaga
Salamanca;Málaga (C.D.)
Salamanca;Málaga B
Salamanca;Mallorca
Salamanca;Marbella
Salamanca;Mérida
Salamanca;Mollerussa
Salamanca;Murcia
Salamanca;Numancia
Salamanca;Orihuela
Salamanca;Osasuna
Salamanca;Ourense
Salamanca;Oviedo
Salamanca;Palamós
Salamanca;Ponferradina
Salamanca;Pontevedra
Salamanca;Rac. Santander
Salamanca;Rayo Vallecano
Salamanca;Real Madrid
Salamanca;Real Madrid B
Salamanca;Real Sociedad
Salamanca;Real Unión
Salamanca;Rec. Huelva
Salamanca;Sabadell
Salamanca;Sant Andreu
Salamanca;Sestao
Salamanca;Sevilla
Salamanca;Sevilla B
Salamanca;Sporting Gijón
Salamanca;Tenerife
Salamanca;Terrassa
Salamanca;Toledo
Salamanca;Univ.Las Palma
Salamanca;Valencia
Salamanca;Valladolid
Salamanca;Vecindario
Salamanca;Villarreal
Salamanca;Villarreal B
Salamanca;Xerez
Salamanca;Zaragoza
Sant Andreu;Alavés
Sant Andreu;Barakaldo
Sant Andreu;Barcelona B
Sant Andreu;Betis
Sant Andreu;Burgos
Sant Andreu;Cádiz
Sant Andreu;Calvo Sotelo
Sant Andreu;Castellón
Sant Andreu;Celta
Sant Andreu;Córdoba
Sant Andreu;Cult. Leonesa
Sant Andreu;Dptivo. Coruña
Sant Andreu;Elche
Sant Andreu;Ensidesa
Sant Andreu;Getafe
Sant Andreu;Gimn. Tarragon
Sant Andreu;Granada
Sant Andreu;Hércules
Sant Andreu;Jaén
Sant Andreu;Levante
Sant Andreu;Linares
Sant Andreu;Logroñés
Sant Andreu;Málaga (C.D.)
Sant Andreu;Mallorca
Sant Andreu;Murcia
Sant Andreu;Osasuna
Sant Andreu;Ourense
Sant Andreu;Oviedo
Sant Andreu;Pontevedra
Sant Andreu;Rac. Santander
Sant Andreu;Rayo Vallecano
Sant Andreu;Rec. Huelva
Sant Andreu;Sabadell
Sant Andreu;Salamanca
Sant Andreu;Sevilla
Sant Andreu;Sporting Gijón
Sant Andreu;Tenerife
Sant Andreu;Terrassa
Sant Andreu;Valencia B
Sant Andreu;Valladolid
Sestao;Alavés
Sestao;Albacete
Sestao;Almería
Sestao;Alzira
Sestao;At. Madrid B
Sestao;Ath. Bilbao B
Sestao;Avilés
Sestao;Badajoz
Sestao;Barcelona B
Sestao;Betis
Sestao;Burgos (Real)
Sestao;Cartagena F.C.
Sestao;Castellón
Sestao;Celta
Sestao;Compostela
Sestao;Dptivo. Coruña
Sestao;Écija
Sestao;Éibar
Sestao;Elche
Sestao;Espanyol
Sestao;Extremadura
Sestao;Figueres
Sestao;Getafe
Sestao;Granada
Sestao;Hércules
Sestao;Las Palmas
Sestao;Leganés
Sestao;Levante
Sestao;Lleida
Sestao;Logroñés
Sestao;Lugo
Sestao;Málaga (C.D.)
Sestao;Mallorca
Sestao;Marbella
Sestao;Mérida
Sestao;Mollerussa
Sestao;Murcia
Sestao;Orihuela
Sestao;Osasuna
Sestao;Oviedo
Sestao;Palamós
Sestao;Rac. Santander
Sestao;Rayo Vallecano
Sestao;Real Madrid B
Sestao;Rec. Huelva
Sestao;Sabadell
Sestao;Salamanca
Sestao;Tenerife
Sestao;Toledo
Sestao;Valencia
Sestao;Valladolid
Sestao;Villarreal
Sestao;Xerez
Sestao;Zaragoza B
Sevilla B;Alavés
Sevilla B;Albacete
Sevilla B;Alicante
Sevilla B;Cádiz
Sevilla B;Castellón
Sevilla B;Celta
Sevilla B;Córdoba
Sevilla B;Éibar
Sevilla B;Ejido
Sevilla B;Elche
Sevilla B;Ferrol
Sevilla B;Gimn. Tarragon
Sevilla B;Girona
Sevilla B;Granada 74
Sevilla B;Hércules
Sevilla B;Huesca
Sevilla B;Las Palmas
Sevilla B;Levante
Sevilla B;Málaga
Sevilla B;Murcia
Sevilla B;Numancia
Sevilla B;Rayo Vallecano
Sevilla B;Real Sociedad
Sevilla B;Salamanca
Sevilla B;Sporting Gijón
Sevilla B;Tenerife
Sevilla B;Xerez
Sevilla B;Zaragoza
Sevilla;Alavés
Sevilla;Albacete
Sevilla;Almería
Sevilla;Almería (A.D.)
Sevilla;At. Madrid
Sevilla;At. Madrid B
Sevilla;Ath. Bilbao
Sevilla;Badajoz
Sevilla;Barakaldo
Sevilla;Barcelona
Sevilla;Barcelona B
Sevilla;Betis
Sevilla;Burgos
Sevilla;Burgos (Real)
Sevilla;Cádiz
Sevilla;Castellón
Sevilla;Celta
Sevilla;Compostela
Sevilla;Córdoba
Sevilla;Cult. Leonesa
Sevilla;Dptivo. Coruña
Sevilla;Éibar
Sevilla;Elche
Sevilla;Espanyol
Sevilla;Extremadura
Sevilla;Ferrol
Sevilla;Getafe
Sevilla;Gimn. Tarragon
Sevilla;Granada
Sevilla;Hércules
Sevilla;Jaén
Sevilla;Las Palmas
Sevilla;Leganés
Sevilla;Levante
Sevilla;Linares
Sevilla;Lleida
Sevilla;Logroñés
Sevilla;Málaga
Sevilla;Málaga (C.D.)
Sevilla;Mallorca
Sevilla;Mallorca B
Sevilla;Mérida
Sevilla;Murcia
Sevilla;Numancia
Sevilla;Osasuna
Sevilla;Ourense
Sevilla;Oviedo
Sevilla;Pontevedra
Sevilla;Rac. Santander
Sevilla;Rayo Vallecano
Sevilla;Real Madrid
Sevilla;Real Sociedad
Sevilla;Rec. Huelva
Sevilla;Sabadell
Sevilla;Salamanca
Sevilla;Sant Andreu
Sevilla;Sporting Gijón
Sevilla;Tenerife
Sevilla;Toledo
Sevilla;Univ.Las Palma
Sevilla;Valencia
Sevilla;Valencia B
Sevilla;Valladolid
Sevilla;Villarreal
Sevilla;Xerez
Sevilla;Zaragoza
Sporting Gijón;Alavés
Sporting Gijón;Albacete
Sporting Gijón;Alcorcón
Sporting Gijón;Algeciras
Sporting Gijón;Almería
Sporting Gijón;Almería (A.D.)
Sporting Gijón;At. Madrid
Sporting Gijón;At. Madrid B
Sporting Gijón;Ath. Bilbao
Sporting Gijón;Badajoz
Sporting Gijón;Barcelona
Sporting Gijón;Barcelona B
Sporting Gijón;Betis
Sporting Gijón;Burgos
Sporting Gijón;Burgos (Real)
Sporting Gijón;Cádiz
Sporting Gijón;Calvo Sotelo
Sporting Gijón;Castellón
Sporting Gijón;Celta
Sporting Gijón;Compostela
Sporting Gijón;Córdoba
Sporting Gijón;Dptivo. Coruña
Sporting Gijón;Éibar
Sporting Gijón;Ejido
Sporting Gijón;Elche
Sporting Gijón;Espanyol
Sporting Gijón;Extremadura
Sporting Gijón;Ferrol
Sporting Gijón;Getafe
Sporting Gijón;Gimn. Tarragon
Sporting Gijón;Girona
Sporting Gijón;Granada
Sporting Gijón;Granada 74
Sporting Gijón;Guadalajara
Sporting Gijón;Hércules
Sporting Gijón;Huesca
Sporting Gijón;Jaén
Sporting Gijón;Las Palmas
Sporting Gijón;Leganés
Sporting Gijón;Levante
Sporting Gijón;Llagostera
Sporting Gijón;Lleida
Sporting Gijón;Logroñés
Sporting Gijón;Lorca
Sporting Gijón;Lugo
Sporting Gijón;Málaga
Sporting Gijón;Málaga (C.D.)
Sporting Gijón;Málaga B
Sporting Gijón;Mallorca
Sporting Gijón;Mallorca B
Sporting Gijón;Mérida
Sporting Gijón;Mirandés
Sporting Gijón;Murcia
Sporting Gijón;Numancia
Sporting Gijón;Osasuna
Sporting Gijón;Ourense
Sporting Gijón;Oviedo
Sporting Gijón;Ponferradina
Sporting Gijón;Pontevedra
Sporting Gijón;Rac. Santander
Sporting Gijón;Rayo Vallecano
Sporting Gijón;Real Madrid
Sporting Gijón;Real Madrid B
Sporting Gijón;Real Sociedad
Sporting Gijón;Rec. Huelva
Sporting Gijón;Sabadell
Sporting Gijón;Salamanca
Sporting Gijón;Sant Andreu
Sporting Gijón;Sevilla
Sporting Gijón;Sevilla B
Sporting Gijón;Tenerife
Sporting Gijón;Terrassa
Sporting Gijón;Toledo
Sporting Gijón;Univ.Las Palma
Sporting Gijón;Valencia
Sporting Gijón;Valladolid
Sporting Gijón;Vecindario
Sporting Gijón;Villarreal
Sporting Gijón;Xerez
Sporting Gijón;Zaragoza
Tenerife;Alavés
Tenerife;Albacete
Tenerife;Alcorcón
Tenerife;Algeciras
Tenerife;Alicante
Tenerife;Almería
Tenerife;Alzira
Tenerife;At. Madrid
Tenerife;At. Madrid B
Tenerife;Ath. Bilbao
Tenerife;Ath. Bilbao B
Tenerife;Badajoz
Tenerife;Barakaldo
Tenerife;Barcelona
Tenerife;Barcelona B
Tenerife;Betis
Tenerife;Burgos
Tenerife;Burgos (Real)
Tenerife;Cádiz
Tenerife;Calvo Sotelo
Tenerife;Cartagena
Tenerife;Cartagena F.C.
Tenerife;Castellón
Tenerife;Celta
Tenerife;Compostela
Tenerife;Córdoba
Tenerife;Cult. Leonesa
Tenerife;Dptivo. Coruña
Tenerife;Éibar
Tenerife;Ejido
Tenerife;Elche
Tenerife;Ensidesa
Tenerife;Espanyol
Tenerife;Extremadura
Tenerife;Ferrol
Tenerife;Figueres
Tenerife;Getafe
Tenerife;Gimn. Tarragon
Tenerife;Girona
Tenerife;Granada
Tenerife;Granada 74
Tenerife;Hércules
Tenerife;Huesca
Tenerife;Jaén
Tenerife;Las Palmas
Tenerife;Leganés
Tenerife;Levante
Tenerife;Linares
Tenerife;Llagostera
Tenerife;Lleida
Tenerife;Logroñés
Tenerife;Lorca
Tenerife;Lugo
Tenerife;Málaga
Tenerife;Málaga (C.D.)
Tenerife;Málaga B
Tenerife;Mallorca
Tenerife;Mérida
Tenerife;Mirandés
Tenerife;Mollerussa
Tenerife;Murcia
Tenerife;Numancia
Tenerife;Osasuna
Tenerife;Ourense
Tenerife;Oviedo
Tenerife;Palencia
Tenerife;Ponferradina
Tenerife;Pontevedra
Tenerife;Rac. Santander
Tenerife;Rayo Vallecano
Tenerife;Real Madrid
Tenerife;Real Madrid B
Tenerife;Real Sociedad
Tenerife;Rec. Huelva
Tenerife;Sabadell
Tenerife;Salamanca
Tenerife;Sant Andreu
Tenerife;Sestao
Tenerife;Sevilla
Tenerife;Sevilla B
Tenerife;Sporting Gijón
Tenerife;Terrassa
Tenerife;Toledo
Tenerife;Univ.Las Palma
Tenerife;Valencia
Tenerife;Valencia B
Tenerife;Valladolid
Tenerife;Vecindario
Tenerife;Villarreal
Tenerife;Villarreal B
Tenerife;Xerez
Tenerife;Zaragoza
Tenerife;Zaragoza B
Terrassa;Alavés
Terrassa;Albacete
Terrassa;Algeciras
Terrassa;Almería
Terrassa;Almería (A.D.)
Terrassa;Badajoz
Terrassa;Barakaldo
Terrassa;Barcelona B
Terrassa;Betis
Terrassa;Burgos
Terrassa;Cádiz
Terrassa;Calvo Sotelo
Terrassa;Castellón
Terrassa;Celta
Terrassa;Compostela
Terrassa;Córdoba
Terrassa;Dptivo. Coruña
Terrassa;Éibar
Terrassa;Ejido
Terrassa;Elche
Terrassa;Ensidesa
Terrassa;Ferrol
Terrassa;Getafe
Terrassa;Gimn. Tarragon
Terrassa;Granada
Terrassa;Granada 74
Terrassa;Jaén
Terrassa;Las Palmas
Terrassa;Leganés
Terrassa;Levante
Terrassa;Lleida
Terrassa;Málaga (C.D.)
Terrassa;Málaga B
Terrassa;Murcia
Terrassa;Numancia
Terrassa;Osasuna
Terrassa;Oviedo
Terrassa;Pontevedra
Terrassa;Rayo Vallecano
Terrassa;Real Madrid B
Terrassa;Rec. Huelva
Terrassa;Sabadell
Terrassa;Salamanca
Terrassa;Sant Andreu
Terrassa;Sporting Gijón
Terrassa;Tenerife
Terrassa;Valladolid
Terrassa;Xerez
Terrassa;Zaragoza
Toledo;Alavés
Toledo;Albacete
Toledo;Almería
Toledo;At. Madrid B
Toledo;Ath. Bilbao B
Toledo;Badajoz
Toledo;Barcelona B
Toledo;Betis
Toledo;Burgos (Real)
Toledo;Cádiz
Toledo;Castellón
Toledo;Compostela
Toledo;Córdoba
Toledo;Écija
Toledo;Éibar
Toledo;Elche
Toledo;Espanyol
Toledo;Extremadura
Toledo;Getafe
Toledo;Hércules
Toledo;Jaén
Toledo;Las Palmas
Toledo;Leganés
Toledo;Levante
Toledo;Lleida
Toledo;Logroñés
Toledo;Málaga
Toledo;Mallorca
Toledo;Mallorca B
Toledo;Marbella
Toledo;Mérida
Toledo;Murcia
Toledo;Numancia
Toledo;Osasuna
Toledo;Ourense
Toledo;Palamós
Toledo;Rayo Vallecano
Toledo;Real Madrid B
Toledo;Rec. Huelva
Toledo;Salamanca
Toledo;Sestao
Toledo;Sevilla
Toledo;Sporting Gijón
Toledo;Tenerife
Toledo;Valladolid
Toledo;Villarreal
Toledo;Xerez
Univ.Las Palma;Albacete
Univ.Las Palma;At. Madrid
Univ.Las Palma;Badajoz
Univ.Las Palma;Betis
Univ.Las Palma;Compostela
Univ.Las Palma;Córdoba
Univ.Las Palma;Éibar
Univ.Las Palma;Elche
Univ.Las Palma;Extremadura
Univ.Las Palma;Ferrol
Univ.Las Palma;Getafe
Univ.Las Palma;Jaén
Univ.Las Palma;Leganés
Univ.Las Palma;Levante
Univ.Las Palma;Lleida
Univ.Las Palma;Murcia
Univ.Las Palma;Rec. Huelva
Univ.Las Palma;Salamanca
Univ.Las Palma;Sevilla
Univ.Las Palma;Sporting Gijón
Univ.Las Palma;Tenerife
Valencia B;Barakaldo
Valencia B;Cádiz
Valencia B;Córdoba
Valencia B;Cult. Leonesa
Valencia B;Elche
Valencia B;Gimn. Tarragon
Valencia B;Hércules
Valencia B;Logroñés
Valencia B;Mallorca
Valencia B;Murcia
Valencia B;Osasuna
Valencia B;Pontevedra
Valencia B;Rac. Santander
Valencia B;Rayo Vallecano
Valencia B;Sabadell
