EQUIPO_LOCAL;EQUIPO_VISITANTE;GOLES_LOCAL;GOLES_VISITANTE;Estadio;idJor;idPar;
Alavés;Albacete;0;0;Mendizorroza;2007372;27406;
Alavés;Albacete;0;2;Mendizorroza;1996322;18130;
Alavés;Albacete;0;2;Mendizorroza;2008212;28072;
Alavés;Albacete;1;1;Mendizorroza;2006122;26289;
Alavés;Albacete;1;1;Mendizorroza;2015112;33734;
Alavés;Albacete;2;1;Mendizorroza;2014172;33104;
Alavés;Albacete;5;1;Mendizorroza;1997012;18582;
Alavés;Alcorcón;1;0;Mendizorroza;2013282;32377;
Alavés;Alcorcón;1;1;Mendizorroza;2014112;33038;
Alavés;Alcorcón;1;1;Mendizorroza;2015172;33800;
Alavés;Algeciras;1;0;Mendizorroza;1979232;5329;
Alavés;Algeciras;1;1;Mendizorroza;2003072;23708;
Alavés;Algeciras;2;0;Mendizorroza;1978352;4763;
Alavés;Alicante;1;0;Mendizorroza;2008412;28292;
Alavés;Almería (A.D.);1;1;Mendizorroza;1981142;6611;
Alavés;Almería (A.D.);2;0;Mendizorroza;1978062;4473;
Alavés;Almería;1;0;Mendizorroza;1995222;17184;
Alavés;Almería;1;0;Mendizorroza;2006072;26234;
Alavés;Almería;1;1;Mendizorroza;1996102;17910;
Alavés;Almería;2;0;Mendizorroza;2003242;23895;
Alavés;Almería;2;1;Mendizorroza;2004172;24660;
Alavés;At. Madrid B;0;0;Mendizorroza;1981122;6591;
Alavés;At. Madrid B;0;1;Mendizorroza;1996212;18020;
Alavés;At. Madrid B;0;2;Mendizorroza;1982162;7317;
Alavés;At. Madrid B;2;1;Mendizorroza;1997132;18714;
Alavés;At. Madrid B;4;1;Mendizorroza;1980112;5895;
Alavés;At. Madrid;0;1;Mendizorroza;2005341;25276;
Alavés;At. Madrid;2;0;Mendizorroza;1998271;19308;
Alavés;At. Madrid;2;0;Mendizorroza;1999261;20144;
Alavés;At. Madrid;2;0;Mendizorroza;2002141;22550;
Alavés;Ath. Bilbao B;2;2;Mendizorroza;1995272;17234;
Alavés;Ath. Bilbao B;3;0;Mendizorroza;2015192;33822;
Alavés;Ath. Bilbao;0;0;Mendizorroza;2005311;25246;
Alavés;Ath. Bilbao;1;2;Mendizorroza;1998181;19218;
Alavés;Ath. Bilbao;1;2;Mendizorroza;1999191;20074;
Alavés;Ath. Bilbao;2;1;Mendizorroza;2000131;20856;
Alavés;Ath. Bilbao;2;3;Mendizorroza;2001301;21868;
Alavés;Ath. Bilbao;2;4;Mendizorroza;2002341;22750;
Alavés;Badajoz;0;1;Mendizorroza;1995092;17054;
Alavés;Badajoz;1;0;Mendizorroza;1996032;17840;
Alavés;Badajoz;1;0;Mendizorroza;1997312;18912;
Alavés;Barakaldo;0;2;Mendizorroza;1974082;1749;
Alavés;Barakaldo;0;2;Mendizorroza;1977362;4087;
Alavés;Barakaldo;2;0;Mendizorroza;1978102;4513;
Alavés;Barakaldo;2;0;Mendizorroza;1980242;6025;
Alavés;Barcelona B;0;1;Mendizorroza;1975342;2695;
Alavés;Barcelona B;0;1;Mendizorroza;1996182;17990;
Alavés;Barcelona B;1;1;Mendizorroza;1976052;3091;
Alavés;Barcelona B;1;3;Mendizorroza;1982082;7237;
Alavés;Barcelona B;2;0;Mendizorroza;1995312;17274;
Alavés;Barcelona B;2;3;Mendizorroza;2013102;32179;
Alavés;Barcelona B;2;3;Mendizorroza;2014042;32961;
Alavés;Barcelona B;3;0;Mendizorroza;1974192;1859;
Alavés;Barcelona;0;0;Mendizorroza;2002261;22670;
Alavés;Barcelona;0;0;Mendizorroza;2005011;24946;
Alavés;Barcelona;0;1;Mendizorroza;2000351;21076;
Alavés;Barcelona;1;4;Mendizorroza;1998351;19388;
Alavés;Barcelona;2;0;Mendizorroza;2001151;21718;
Alavés;Barcelona;2;1;Mendizorroza;1999041;19924;
Alavés;Betis;0;0;Mendizorroza;1998011;19048;
Alavés;Betis;0;1;Mendizorroza;2001261;21828;
Alavés;Betis;0;1;Mendizorroza;2002361;22770;
Alavés;Betis;1;2;Mendizorroza;2014352;33302;
Alavés;Betis;2;0;Mendizorroza;1999151;20034;
Alavés;Betis;2;0;Mendizorroza;2005361;25296;
Alavés;Betis;5;2;Mendizorroza;1978222;4633;
Alavés;Burgos;0;1;Mendizorroza;1981172;6641;
Alavés;Burgos;1;1;Mendizorroza;1975122;2475;
Alavés;Burgos;1;1;Mendizorroza;1980352;6135;
Alavés;Burgos;4;1;Mendizorroza;1974242;1909;
Alavés;Cádiz;0;0;Mendizorroza;2005091;25026;
Alavés;Cádiz;1;0;Mendizorroza;1974222;1889;
Alavés;Cádiz;1;0;Mendizorroza;1978122;4533;
Alavés;Cádiz;1;0;Mendizorroza;1982062;7217;
Alavés;Cádiz;1;1;Mendizorroza;1976152;3191;
Alavés;Cádiz;1;1;Mendizorroza;2006292;26476;
Alavés;Cádiz;1;1;Mendizorroza;2007042;27043;
Alavés;Cádiz;1;2;Mendizorroza;1980272;6055;
Alavés;Cádiz;1;3;Mendizorroza;2004312;24814;
Alavés;Cádiz;2;0;Mendizorroza;1979182;5279;
Alavés;Cádiz;2;0;Mendizorroza;2003062;23697;
Alavés;Cádiz;2;1;Mendizorroza;1975362;2715;
Alavés;Calvo Sotelo;1;1;Mendizorroza;1975032;2385;
Alavés;Calvo Sotelo;3;0;Mendizorroza;1976172;3211;
Alavés;Calvo Sotelo;4;0;Mendizorroza;1977372;4097;
Alavés;Cartagena F.C.;2;0;Mendizorroza;1982042;7197;
Alavés;Castellón;0;0;Mendizorroza;2007312;27340;
Alavés;Castellón;0;1;Mendizorroza;1980312;6095;
Alavés;Castellón;0;1;Mendizorroza;2008352;28226;
Alavés;Castellón;1;0;Mendizorroza;1977262;3987;
Alavés;Castellón;1;1;Mendizorroza;1978242;4653;
Alavés;Castellón;1;1;Mendizorroza;1982302;7457;
Alavés;Castellón;2;0;Mendizorroza;1974122;1789;
Alavés;Castellón;2;0;Mendizorroza;1976332;3371;
Alavés;Castellón;2;0;Mendizorroza;1979082;5179;
Alavés;Castellón;2;0;Mendizorroza;2006092;26256;
Alavés;Castellón;2;2;Mendizorroza;1975162;2515;
Alavés;Celta;0;0;Mendizorroza;1975322;2675;
Alavés;Celta;0;0;Mendizorroza;1979252;5349;
Alavés;Celta;0;0;Mendizorroza;2002321;22730;
Alavés;Celta;0;1;Mendizorroza;1981302;6771;
Alavés;Celta;0;3;Mendizorroza;2004272;24770;
Alavés;Celta;1;0;Mendizorroza;1999101;19984;
Alavés;Celta;1;0;Mendizorroza;2001131;21698;
Alavés;Celta;1;0;Mendizorroza;2005291;25226;
Alavés;Celta;1;1;Mendizorroza;1977122;3847;
Alavés;Celta;1;2;Mendizorroza;2008192;28050;
Alavés;Celta;2;0;Mendizorroza;1998111;19148;
Alavés;Celta;2;2;Mendizorroza;2000241;20966;
Alavés;Celta;2;3;Mendizorroza;2007212;27230;
Alavés;Ceuta;2;0;Mendizorroza;1980192;5975;
Alavés;Córdoba;0;0;Mendizorroza;1974042;1709;
Alavés;Córdoba;0;2;Mendizorroza;2007092;27098;
Alavés;Córdoba;1;0;Mendizorroza;1977342;4067;
Alavés;Córdoba;1;0;Mendizorroza;2003092;23730;
Alavés;Córdoba;1;0;Mendizorroza;2008022;27863;
Alavés;Córdoba;1;1;Mendizorroza;2004392;24902;
Alavés;Córdoba;1;1;Mendizorroza;2013242;32333;
Alavés;Córdoba;2;0;Mendizorroza;1975102;2455;
Alavés;Córdoba;3;0;Mendizorroza;1976092;3131;
Alavés;Córdoba;3;0;Mendizorroza;1982222;7377;
Alavés;Córdoba;3;2;Mendizorroza;2015102;33723;
Alavés;Córdoba;5;1;Mendizorroza;1981042;6511;
Alavés;Cult. Leonesa;2;1;Mendizorroza;1974062;1729;
Alavés;Dptivo. Coruña;0;0;Mendizorroza;1979342;5439;
Alavés;Dptivo. Coruña;1;0;Mendizorroza;1978132;4543;
Alavés;Dptivo. Coruña;1;0;Mendizorroza;1981102;6571;
Alavés;Dptivo. Coruña;1;0;Mendizorroza;2005381;25316;
Alavés;Dptivo. Coruña;1;1;Mendizorroza;1977222;3947;
Alavés;Dptivo. Coruña;1;1;Mendizorroza;2013382;32487;
Alavés;Dptivo. Coruña;1;2;Mendizorroza;2002041;22450;
Alavés;Dptivo. Coruña;2;0;Mendizorroza;1975232;2585;
Alavés;Dptivo. Coruña;2;1;Mendizorroza;1982202;7357;
Alavés;Dptivo. Coruña;2;1;Mendizorroza;1998291;19328;
Alavés;Dptivo. Coruña;2;1;Mendizorroza;1999201;20084;
Alavés;Dptivo. Coruña;2;3;Mendizorroza;2001041;21608;
Alavés;Dptivo. Coruña;3;1;Mendizorroza;2000151;20876;
Alavés;Dptivo. Coruña;5;1;Mendizorroza;1976292;3331;
Alavés;Écija;1;3;Mendizorroza;1995352;17314;
Alavés;Écija;4;0;Mendizorroza;1996162;17970;
Alavés;Éibar;0;2;Mendizorroza;2003212;23862;
Alavés;Éibar;0;2;Mendizorroza;2004132;24616;
Alavés;Éibar;0;2;Mendizorroza;2013192;32278;
Alavés;Éibar;1;0;Mendizorroza;1997232;18824;
Alavés;Éibar;1;0;Mendizorroza;2007112;27120;
Alavés;Éibar;1;1;Mendizorroza;1995292;17254;
Alavés;Éibar;1;1;Mendizorroza;2008372;28248;
Alavés;Éibar;1;3;Mendizorroza;1996262;18070;
Alavés;Ejido;0;0;Mendizorroza;2003352;24016;
Alavés;Ejido;2;0;Mendizorroza;2004372;24880;
Alavés;Ejido;2;1;Mendizorroza;2006382;26575;
Alavés;Ejido;2;1;Mendizorroza;2007332;27362;
Alavés;Elche;0;0;Mendizorroza;1978332;4743;
Alavés;Elche;0;0;Mendizorroza;1997292;18890;
Alavés;Elche;0;3;Mendizorroza;2008102;27951;
Alavés;Elche;1;0;Mendizorroza;2004202;24693;
Alavés;Elche;1;1;Mendizorroza;1980172;5955;
Alavés;Elche;1;1;Mendizorroza;1981152;6621;
Alavés;Elche;1;1;Mendizorroza;2006012;26168;
Alavés;Elche;1;3;Mendizorroza;1979382;5479;
Alavés;Elche;2;0;Mendizorroza;1982142;7297;
Alavés;Elche;2;0;Mendizorroza;2007352;27384;
Alavés;Elche;2;1;Mendizorroza;2003172;23818;
Alavés;Ensidesa;1;0;Mendizorroza;1975382;2735;
Alavés;Espanyol;0;0;Mendizorroza;1999321;20204;
Alavés;Espanyol;1;0;Mendizorroza;2000061;20786;
Alavés;Espanyol;1;1;Mendizorroza;1998171;19208;
Alavés;Espanyol;1;1;Mendizorroza;2005111;25046;
Alavés;Espanyol;2;1;Mendizorroza;2001121;21688;
Alavés;Espanyol;2;1;Mendizorroza;2002161;22570;
Alavés;Extremadura;0;1;Mendizorroza;1997092;18670;
Alavés;Extremadura;0;1;Mendizorroza;1998071;19108;
Alavés;Extremadura;1;2;Mendizorroza;1995072;17034;
Alavés;Ferrol;1;0;Mendizorroza;2007192;27208;
Alavés;Ferrol;2;1;Mendizorroza;2004292;24792;
Alavés;Ferrol;4;1;Mendizorroza;1978042;4453;
Alavés;Getafe;0;1;Mendizorroza;1976072;3111;
Alavés;Getafe;1;0;Mendizorroza;1979302;5399;
Alavés;Getafe;1;0;Mendizorroza;1995332;17294;
Alavés;Getafe;1;1;Mendizorroza;1977062;3787;
Alavés;Getafe;1;1;Mendizorroza;1981022;6491;
Alavés;Getafe;2;0;Mendizorroza;1978172;4583;
Alavés;Getafe;2;0;Mendizorroza;1980202;5985;
Alavés;Getafe;3;0;Mendizorroza;2003262;23917;
Alavés;Getafe;3;4;Mendizorroza;2005031;24966;
Alavés;Gimn. Tarragon;0;1;Mendizorroza;1974102;1769;
Alavés;Gimn. Tarragon;1;1;Mendizorroza;2004192;24682;
Alavés;Gimn. Tarragon;1;1;Mendizorroza;2007222;27241;
Alavés;Gimn. Tarragon;1;1;Mendizorroza;2008152;28006;
Alavés;Gimn. Tarragon;1;3;Mendizorroza;2015212;33844;
Alavés;Gimn. Tarragon;2;1;Mendizorroza;1975282;2635;
Alavés;Gimn. Tarragon;3;1;Mendizorroza;1979142;5239;
Alavés;Girona;0;3;Mendizorroza;2014392;33346;
Alavés;Girona;1;0;Mendizorroza;2008132;27984;
Alavés;Girona;1;0;Mendizorroza;2015132;33756;
Alavés;Girona;1;1;Mendizorroza;2013222;32311;
Alavés;Granada 74;1;0;Mendizorroza;2003412;24082;
Alavés;Granada 74;1;0;Mendizorroza;2006162;26333;
Alavés;Granada 74;1;1;Mendizorroza;2004052;24528;
Alavés;Granada 74;2;2;Mendizorroza;2007262;27285;
Alavés;Granada;0;0;Mendizorroza;1976202;3241;
Alavés;Granada;0;0;Mendizorroza;1977022;3747;
Alavés;Granada;1;0;Mendizorroza;1978282;4693;
Alavés;Granada;1;1;Mendizorroza;1980042;5825;
Alavés;Granada;2;0;Mendizorroza;1979052;5149;
Alavés;Hércules;1;0;Mendizorroza;1995132;17094;
Alavés;Hércules;1;1;Mendizorroza;1982242;7397;
Alavés;Hércules;1;2;Mendizorroza;1997182;18769;
Alavés;Hércules;1;3;Mendizorroza;2008302;28171;
Alavés;Hércules;2;1;Mendizorroza;2007082;27087;
Alavés;Hércules;2;3;Mendizorroza;2006312;26498;
Alavés;Hércules;3;1;Mendizorroza;2013082;32157;
Alavés;Huesca;1;0;Mendizorroza;2015222;33855;
Alavés;Huesca;3;0;Mendizorroza;2008392;28270;
Alavés;Jaén;0;0;Mendizorroza;1976022;3061;
Alavés;Jaén;1;0;Mendizorroza;1997272;18868;
Alavés;Jaén;1;2;Mendizorroza;2013212;32300;
Alavés;Jaén;3;1;Mendizorroza;1977282;4007;
Alavés;Jaén;4;0;Mendizorroza;1978192;4603;
Alavés;Las Palmas;1;0;Mendizorroza;2000201;20926;
Alavés;Las Palmas;1;0;Mendizorroza;2001101;21668;
Alavés;Las Palmas;1;0;Mendizorroza;2003112;23752;
Alavés;Las Palmas;1;1;Mendizorroza;1996342;18150;
Alavés;Las Palmas;1;1;Mendizorroza;1997032;18604;
Alavés;Las Palmas;1;1;Mendizorroza;2013022;32091;
Alavés;Las Palmas;1;1;Mendizorroza;2014212;33148;
Alavés;Las Palmas;1;2;Mendizorroza;2006362;26553;
Alavés;Las Palmas;2;1;Mendizorroza;2008062;27907;
Alavés;Las Palmas;3;1;Mendizorroza;2007132;27142;
Alavés;Leganés;0;0;Mendizorroza;2015062;33679;
Alavés;Leganés;1;1;Mendizorroza;2003392;24060;
Alavés;Leganés;2;0;Mendizorroza;1996302;18110;
Alavés;Leganés;2;0;Mendizorroza;2014222;33159;
Alavés;Leganés;3;0;Mendizorroza;1997352;18956;
Alavés;Leganés;3;1;Mendizorroza;1995042;17004;
Alavés;Levante;0;2;Mendizorroza;1996062;17870;
Alavés;Levante;1;0;Mendizorroza;1980292;6075;
Alavés;Levante;1;0;Mendizorroza;1997162;18747;
Alavés;Levante;2;1;Mendizorroza;1979102;5199;
Alavés;Levante;2;2;Mendizorroza;2008042;27885;
Alavés;Levante;3;0;Mendizorroza;1981372;6841;
Alavés;Levante;3;2;Mendizorroza;2003332;23994;
Alavés;Levante;6;0;Mendizorroza;1976312;3351;
Alavés;Linares;0;0;Mendizorroza;1982382;7537;
Alavés;Linares;2;0;Mendizorroza;1981242;6711;
Alavés;Linares;4;1;Mendizorroza;1980132;5915;
Alavés;Llagostera;0;0;Mendizorroza;2014072;32994;
Alavés;Llagostera;1;0;Mendizorroza;2015242;33877;
Alavés;Lleida;1;0;Mendizorroza;1995172;17134;
Alavés;Lleida;2;0;Mendizorroza;2004152;24638;
Alavés;Lleida;2;1;Mendizorroza;1997252;18846;
Alavés;Lleida;3;1;Mendizorroza;1996082;17890;
Alavés;Logroñés;2;0;Mendizorroza;1997112;18692;
Alavés;Logroñés;3;1;Mendizorroza;1995242;17204;
Alavés;Lorca;3;1;Mendizorroza;2006202;26377;
Alavés;Lugo;1;0;Mendizorroza;2014092;33016;
Alavés;Lugo;2;1;Mendizorroza;2013182;32267;
Alavés;Málaga (C.D.);1;0;Mendizorroza;1975182;2535;
Alavés;Málaga (C.D.);1;1;Mendizorroza;1980072;5855;
Alavés;Málaga (C.D.);2;0;Mendizorroza;1977192;3917;
Alavés;Málaga (C.D.);2;0;Mendizorroza;1978372;4783;
Alavés;Málaga (C.D.);2;0;Mendizorroza;1981322;6791;
Alavés;Málaga B;1;0;Mendizorroza;2003042;23675;
Alavés;Málaga B;3;1;Mendizorroza;2004332;24836;
Alavés;Málaga;0;1;Mendizorroza;2002301;22710;
Alavés;Málaga;0;1;Mendizorroza;2006232;26410;
Alavés;Málaga;0;1;Mendizorroza;2007022;27021;
Alavés;Málaga;1;0;Mendizorroza;2001061;21628;
Alavés;Málaga;1;2;Mendizorroza;2000311;21036;
Alavés;Málaga;2;1;Mendizorroza;1999021;19904;
Alavés;Málaga;3;2;Mendizorroza;2005231;25166;
Alavés;Mallorca;0;0;Mendizorroza;2002281;22690;
Alavés;Mallorca;0;1;Mendizorroza;1982322;7477;
Alavés;Mallorca;0;3;Mendizorroza;2005141;25076;
Alavés;Mallorca;0;4;Mendizorroza;2001221;21788;
Alavés;Mallorca;1;0;Mendizorroza;2013362;32465;
Alavés;Mallorca;1;0;Mendizorroza;2015152;33778;
Alavés;Mallorca;2;0;Mendizorroza;1998251;19288;
Alavés;Mallorca;2;0;Mendizorroza;2014292;33236;
Alavés;Mallorca;2;1;Mendizorroza;1974162;1829;
Alavés;Mallorca;2;1;Mendizorroza;1995112;17074;
Alavés;Mallorca;2;2;Mendizorroza;1999141;20024;
Alavés;Mallorca;2;3;Mendizorroza;1996232;18040;
Alavés;Mallorca;2;4;Mendizorroza;2000371;21096;
Alavés;Mallorca;3;0;Mendizorroza;1981202;6671;
Alavés;Marbella;4;1;Mendizorroza;1995372;17334;
Alavés;Mérida;0;0;Mendizorroza;1996122;17930;
Alavés;Mirandés;0;2;Mendizorroza;2013302;32399;
Alavés;Mirandés;1;3;Mendizorroza;2014192;33126;
Alavés;Mirandés;2;3;Mendizorroza;2015042;33657;
Alavés;Murcia;0;0;Mendizorroza;1978152;4563;
Alavés;Murcia;0;1;Mendizorroza;2013262;32355;
Alavés;Murcia;1;1;Mendizorroza;1975012;2365;
Alavés;Murcia;1;1;Mendizorroza;1979282;5379;
Alavés;Murcia;1;1;Mendizorroza;2006272;26454;
Alavés;Murcia;1;2;Mendizorroza;1981062;6531;
Alavés;Murcia;1;2;Mendizorroza;1982342;7497;
Alavés;Murcia;2;3;Mendizorroza;2004252;24748;
Alavés;Murcia;4;0;Mendizorroza;1977102;3827;
Alavés;Murcia;4;1;Mendizorroza;2008082;27929;
Alavés;Numancia;0;2;Mendizorroza;2000191;20916;
Alavés;Numancia;0;2;Mendizorroza;2014152;33082;
Alavés;Numancia;1;1;Mendizorroza;2003192;23840;
Alavés;Numancia;1;1;Mendizorroza;2007172;27186;
Alavés;Numancia;2;2;Mendizorroza;1999371;20254;
Alavés;Numancia;2;2;Mendizorroza;2006342;26531;
Alavés;Numancia;3;0;Mendizorroza;1997362;18967;
Alavés;Numancia;3;1;Mendizorroza;2013412;32520;
Alavés;Osasuna;0;0;Mendizorroza;1977082;3807;
Alavés;Osasuna;0;1;Mendizorroza;1996362;18170;
Alavés;Osasuna;0;2;Mendizorroza;1979362;5459;
Alavés;Osasuna;0;2;Mendizorroza;2001191;21758;
Alavés;Osasuna;1;0;Mendizorroza;1975142;2495;
Alavés;Osasuna;1;0;Mendizorroza;1978202;4613;
Alavés;Osasuna;1;0;Mendizorroza;1995152;17114;
Alavés;Osasuna;1;0;Mendizorroza;1997382;18989;
Alavés;Osasuna;1;1;Mendizorroza;2002181;22590;
Alavés;Osasuna;1;2;Mendizorroza;2005321;25256;
Alavés;Osasuna;2;0;Mendizorroza;2000041;20766;
Alavés;Osasuna;3;0;Mendizorroza;2014242;33181;
Alavés;Osasuna;3;0;Mendizorroza;2015082;33701;
Alavés;Ourense;0;0;Mendizorroza;1996142;17950;
Alavés;Ourense;0;1;Mendizorroza;1997052;18626;
Alavés;Ourense;1;1;Mendizorroza;1974202;1869;
Alavés;Oviedo;1;0;Mendizorroza;1981262;6731;
Alavés;Oviedo;1;0;Mendizorroza;1999241;20124;
Alavés;Oviedo;1;3;Mendizorroza;1976112;3151;
Alavés;Oviedo;2;0;Mendizorroza;1979012;5109;
Alavés;Oviedo;2;0;Mendizorroza;2015022;33635;
Alavés;Oviedo;2;1;Mendizorroza;1974302;1969;
Alavés;Oviedo;2;2;Mendizorroza;1998211;19248;
Alavés;Oviedo;3;0;Mendizorroza;1977042;3767;
Alavés;Oviedo;3;0;Mendizorroza;1980092;5875;
Alavés;Oviedo;3;0;Mendizorroza;1982022;7177;
Alavés;Oviedo;4;0;Mendizorroza;2000091;20816;
Alavés;Palencia;1;0;Mendizorroza;1980222;6005;
Alavés;Palencia;1;1;Mendizorroza;1979262;5359;
Alavés;Palencia;1;4;Mendizorroza;1982122;7277;
Alavés;Ponferradina;1;2;Mendizorroza;2006422;26619;
Alavés;Ponferradina;2;1;Mendizorroza;2014372;33324;
Alavés;Ponferradina;2;2;Mendizorroza;2013162;32245;
Alavés;Pontevedra;2;0;Mendizorroza;1976132;3171;
Alavés;Pontevedra;3;2;Mendizorroza;2004072;24550;
Alavés;Rac. Santander;0;1;Mendizorroza;1998051;19088;
Alavés;Rac. Santander;0;1;Mendizorroza;2002021;22430;
Alavés;Rac. Santander;1;1;Mendizorroza;1979212;5309;
Alavés;Rac. Santander;2;1;Mendizorroza;1999121;20004;
Alavés;Rac. Santander;2;1;Mendizorroza;2014312;33258;
Alavés;Rac. Santander;2;2;Mendizorroza;2005251;25186;
Alavés;Rac. Santander;2;3;Mendizorroza;1974262;1929;
Alavés;Rac. Santander;3;0;Mendizorroza;1980152;5935;
Alavés;Rac. Santander;5;1;Mendizorroza;2000331;21056;
Alavés;Rayo Vallecano;0;0;Mendizorroza;1976352;3391;
Alavés;Rayo Vallecano;0;1;Mendizorroza;1999081;19964;
Alavés;Rayo Vallecano;0;1;Mendizorroza;2001371;21938;
Alavés;Rayo Vallecano;0;2;Mendizorroza;2008242;28105;
Alavés;Rayo Vallecano;1;0;Mendizorroza;1974372;2039;
Alavés;Rayo Vallecano;1;0;Mendizorroza;1980062;5845;
Alavés;Rayo Vallecano;1;1;Mendizorroza;1982102;7257;
Alavés;Rayo Vallecano;1;1;Mendizorroza;2002201;22610;
Alavés;Rayo Vallecano;2;0;Mendizorroza;1975052;2405;
Alavés;Rayo Vallecano;3;0;Mendizorroza;1981082;6551;
Alavés;Rayo Vallecano;3;0;Mendizorroza;1997402;19011;
Alavés;Rayo Vallecano;3;0;Mendizorroza;2003372;24038;
Alavés;Rayo Vallecano;4;2;Mendizorroza;2000261;20986;
Alavés;Real Madrid B;1;0;Mendizorroza;1978262;4673;
Alavés;Real Madrid B;1;1;Mendizorroza;1980022;5805;
Alavés;Real Madrid B;2;0;Mendizorroza;1979162;5259;
Alavés;Real Madrid B;2;0;Mendizorroza;1995062;17024;
Alavés;Real Madrid B;2;1;Mendizorroza;1981222;6691;
Alavés;Real Madrid B;2;2;Mendizorroza;1982262;7417;
Alavés;Real Madrid B;2;2;Mendizorroza;2013342;32443;
Alavés;Real Madrid B;3;1;Mendizorroza;2006032;26190;
Alavés;Real Madrid B;5;3;Mendizorroza;1996242;18050;
Alavés;Real Madrid;0;0;Mendizorroza;2001081;21648;
Alavés;Real Madrid;0;3;Mendizorroza;2005051;24986;
Alavés;Real Madrid;1;1;Mendizorroza;1998091;19128;
Alavés;Real Madrid;1;3;Mendizorroza;1999171;20054;
Alavés;Real Madrid;1;3;Mendizorroza;2000171;20896;
Alavés;Real Madrid;1;5;Mendizorroza;2002241;22650;
Alavés;Real Sociedad;0;1;Mendizorroza;2000081;20806;
Alavés;Real Sociedad;2;0;Mendizorroza;2001021;21588;
Alavés;Real Sociedad;2;1;Mendizorroza;1998381;19418;
Alavés;Real Sociedad;2;1;Mendizorroza;1999281;20164;
Alavés;Real Sociedad;2;1;Mendizorroza;2008262;28127;
Alavés;Real Sociedad;2;2;Mendizorroza;2002061;22470;
Alavés;Real Sociedad;3;1;Mendizorroza;2005211;25146;
Alavés;Real Sociedad;3;2;Mendizorroza;2007412;27450;
Alavés;Rec. Huelva;0;0;Mendizorroza;2014022;32939;
Alavés;Rec. Huelva;0;1;Mendizorroza;1975262;2615;
Alavés;Rec. Huelva;0;2;Mendizorroza;2004232;24726;
Alavés;Rec. Huelva;1;0;Mendizorroza;1977302;4027;
Alavés;Rec. Huelva;1;0;Mendizorroza;1981192;6661;
Alavés;Rec. Huelva;1;1;Mendizorroza;1979322;5419;
Alavés;Rec. Huelva;1;1;Mendizorroza;2003292;23950;
Alavés;Rec. Huelva;1;2;Mendizorroza;1974362;2029;
Alavés;Rec. Huelva;2;1;Mendizorroza;1982182;7337;
Alavés;Rec. Huelva;3;0;Mendizorroza;1980332;6115;
Alavés;Rec. Huelva;3;0;Mendizorroza;2002101;22510;
Alavés;Rec. Huelva;3;1;Mendizorroza;1976372;3411;
Alavés;Rec. Huelva;3;3;Mendizorroza;2013142;32223;
Alavés;Sabadell;0;0;Mendizorroza;1977242;3967;
Alavés;Sabadell;1;0;Mendizorroza;1979122;5219;
Alavés;Sabadell;1;1;Mendizorroza;2013042;32113;
Alavés;Sabadell;1;3;Mendizorroza;1982282;7437;
Alavés;Sabadell;2;0;Mendizorroza;1974322;1989;
Alavés;Sabadell;2;0;Mendizorroza;1980372;6155;
Alavés;Sabadell;2;1;Mendizorroza;1978302;4713;
Alavés;Sabadell;3;1;Mendizorroza;2014062;32983;
Alavés;Sabadell;3;2;Mendizorroza;1981282;6751;
Alavés;Salamanca;0;0;Mendizorroza;2007282;27307;
Alavés;Salamanca;0;2;Mendizorroza;2006322;26509;
Alavés;Salamanca;0;4;Mendizorroza;1996382;18190;
Alavés;Salamanca;1;0;Mendizorroza;1998151;19188;
Alavés;Salamanca;1;0;Mendizorroza;2003312;23972;
Alavés;Salamanca;1;1;Mendizorroza;2008222;28083;
Alavés;Salamanca;1;2;Mendizorroza;1981352;6821;
Alavés;Salamanca;2;1;Mendizorroza;2004352;24858;
Alavés;Sant Andreu;0;0;Mendizorroza;1975252;2605;
Alavés;Sant Andreu;1;0;Mendizorroza;1974282;1949;
Alavés;Sant Andreu;4;1;Mendizorroza;1976252;3291;
Alavés;Sestao;0;1;Mendizorroza;1995192;17154;
Alavés;Sevilla B;1;0;Mendizorroza;2007242;27263;
Alavés;Sevilla B;2;2;Mendizorroza;2008112;27962;
Alavés;Sevilla;0;0;Mendizorroza;1999061;19944;
Alavés;Sevilla;0;1;Mendizorroza;2001171;21738;
Alavés;Sevilla;1;0;Mendizorroza;1997332;18934;
Alavés;Sevilla;1;0;Mendizorroza;2002081;22490;
Alavés;Sevilla;1;1;Mendizorroza;1974022;1689;
Alavés;Sevilla;2;1;Mendizorroza;2005271;25206;
Alavés;Sporting Gijón;0;0;Mendizorroza;2006142;26311;
Alavés;Sporting Gijón;0;0;Mendizorroza;2007392;27428;
Alavés;Sporting Gijón;0;0;Mendizorroza;2014132;33060;
Alavés;Sporting Gijón;0;1;Mendizorroza;2004422;24935;
Alavés;Sporting Gijón;1;1;Mendizorroza;1976042;3081;
Alavés;Sporting Gijón;2;1;Mendizorroza;2003022;23653;
Alavés;Sporting Gijón;3;0;Mendizorroza;2013062;32135;
Alavés;Tenerife;0;0;Mendizorroza;2003222;23873;
Alavés;Tenerife;0;0;Mendizorroza;2006052;26212;
Alavés;Tenerife;0;0;Mendizorroza;2007062;27065;
Alavés;Tenerife;1;0;Mendizorroza;1974342;2009;
Alavés;Tenerife;1;0;Mendizorroza;1975302;2655;
Alavés;Tenerife;1;0;Mendizorroza;2001201;21768;
