idPartido;EquipoLocal;EquipoVisitante;GolesLocal;GolesVisitante;Estadio;idJor
477;Cádiz;Hércules;2;1;Ramón de Carranza;
478;Córdoba;Murcia;1;0;Nuevo Arcángel;
479;Elche;Pontevedra;2;0;Martínez Valero;
480;Osasuna;Logroñés;1;0;El Sadar;
481;Rac. Santander;Sabadell;2;0;El Sardinero;
482;Sant Andreu;Rayo Vallecano;2;0;Narcís Sala;
483;Sevilla;Gimn. Tarragon;2;0;Ramón Sánchez-Pizjuán;
484;Valencia B;Tenerife;2;1;Paterna;
485;Valladolid;Cult. Leonesa;1;0;José Zorrilla;
486;Cult. Leonesa;Sevilla;1;2;Municipal Reino de León;
487;Gimn. Tarragon;Elche;1;1;Nou Estadi;
488;Hércules;Valencia B;1;0;José Rico Pérez;
489;Logroñés;Rac. Santander;0;3;Las Gaunas;
490;Mallorca;Osasuna;1;0;Son Moix;
491;Murcia;Cádiz;2;1;Enrique Roca de Murcia;
492;Pontevedra;Sant Andreu;0;0;Municipal de Pasarón;
493;Rayo Vallecano;Barakaldo;2;2;Campo de Fútbol de Vallecas;
494;Sabadell;Córdoba;3;3;Nova Creu Alta;
495;Tenerife;Valladolid;1;0;Heliodoro Rodríguez López;
496;Cult. Leonesa;Elche;0;0;Municipal Reino de León;
497;Gimn. Tarragon;Sant Andreu;2;1;Nou Estadi;
498;Hércules;Valladolid;1;0;José Rico Pérez;
499;Logroñés;Córdoba;4;0;Las Gaunas;
500;Murcia;Valencia B;5;0;Enrique Roca de Murcia;
501;Pontevedra;Barakaldo;0;2;Municipal de Pasarón;
502;Rac. Santander;Osasuna;1;0;El Sardinero;
503;Rayo Vallecano;Mallorca;2;1;Campo de Fútbol de Vallecas;
504;Sabadell;Cádiz;3;1;Nova Creu Alta;
505;Tenerife;Sevilla;2;0;Heliodoro Rodríguez López;
506;Barakaldo;Gimn. Tarragon;3;0;Nuevo Lasesarre;
507;Cádiz;Logroñés;3;2;Ramón de Carranza;
508;Córdoba;Rac. Santander;1;2;Nuevo Arcángel;
509;Elche;Tenerife;1;0;Martínez Valero;
510;Mallorca;Pontevedra;0;1;Son Moix;
511;Osasuna;Rayo Vallecano;4;2;El Sadar;
512;Sant Andreu;Cult. Leonesa;1;0;Narcís Sala;
513;Sevilla;Hércules;1;0;Ramón Sánchez-Pizjuán;
514;Valencia B;Sabadell;2;1;Paterna;
515;Valladolid;Murcia;2;0;José Zorrilla;
516;Cult. Leonesa;Barakaldo;1;1;Municipal Reino de León;
517;Córdoba;Osasuna;4;0;Nuevo Arcángel;
518;Gimn. Tarragon;Mallorca;0;1;Nou Estadi;
519;Hércules;Elche;2;1;José Rico Pérez;
520;Logroñés;Valencia B;1;1;Las Gaunas;
521;Murcia;Sevilla;2;0;Enrique Roca de Murcia;
522;Pontevedra;Rayo Vallecano;2;1;Municipal de Pasarón;
523;Rac. Santander;Cádiz;1;0;El Sardinero;
524;Sabadell;Valladolid;1;0;Nova Creu Alta;
525;Tenerife;Sant Andreu;0;1;Heliodoro Rodríguez López;
526;Barakaldo;Tenerife;1;1;Nuevo Lasesarre;
527;Cádiz;Córdoba;1;1;Ramón de Carranza;
528;Elche;Murcia;1;1;Martínez Valero;
529;Mallorca;Cult. Leonesa;2;0;Son Moix;
530;Osasuna;Pontevedra;2;0;El Sadar;
531;Rayo Vallecano;Gimn. Tarragon;4;0;Campo de Fútbol de Vallecas;
532;Sant Andreu;Hércules;2;1;Narcís Sala;
533;Sevilla;Sabadell;2;1;Ramón Sánchez-Pizjuán;
534;Valencia B;Rac. Santander;2;1;Paterna;
535;Valladolid;Logroñés;0;0;José Zorrilla;
536;Cult. Leonesa;Rayo Vallecano;3;1;Municipal Reino de León;
537;Cádiz;Osasuna;1;0;Ramón de Carranza;
538;Córdoba;Valencia B;0;0;Nuevo Arcángel;
539;Gimn. Tarragon;Pontevedra;0;0;Nou Estadi;
540;Hércules;Barakaldo;2;0;José Rico Pérez;
541;Logroñés;Sevilla;3;1;Las Gaunas;
542;Murcia;Sant Andreu;1;0;Enrique Roca de Murcia;
543;Rac. Santander;Valladolid;2;0;El Sardinero;
544;Sabadell;Elche;1;0;Nova Creu Alta;
545;Tenerife;Mallorca;1;0;Heliodoro Rodríguez López;
546;Barakaldo;Murcia;0;1;Nuevo Lasesarre;
547;Elche;Logroñés;3;1;Martínez Valero;
548;Mallorca;Hércules;1;0;Son Moix;
549;Osasuna;Gimn. Tarragon;2;1;El Sadar;
550;Pontevedra;Cult. Leonesa;0;0;Municipal de Pasarón;
551;Rayo Vallecano;Tenerife;2;0;Campo de Fútbol de Vallecas;
552;Sant Andreu;Sabadell;4;1;Narcís Sala;
553;Sevilla;Rac. Santander;1;0;Ramón Sánchez-Pizjuán;
554;Valencia B;Cádiz;1;1;Paterna;
555;Valladolid;Córdoba;2;1;José Zorrilla;
556;Cult. Leonesa;Gimn. Tarragon;2;0;Municipal Reino de León;
557;Cádiz;Valladolid;3;2;Ramón de Carranza;
558;Córdoba;Sevilla;0;0;Nuevo Arcángel;
559;Hércules;Rayo Vallecano;1;1;José Rico Pérez;
560;Logroñés;Sant Andreu;1;3;Las Gaunas;
561;Murcia;Mallorca;1;0;Enrique Roca de Murcia;
562;Rac. Santander;Elche;0;0;El Sardinero;
563;Sabadell;Barakaldo;3;0;Nova Creu Alta;
564;Tenerife;Pontevedra;3;1;Heliodoro Rodríguez López;
565;Valencia B;Osasuna;0;1;Paterna;
566;Barakaldo;Logroñés;2;1;Nuevo Lasesarre;
567;Elche;Córdoba;1;0;Martínez Valero;
568;Gimn. Tarragon;Tenerife;0;0;Nou Estadi;
569;Mallorca;Sabadell;3;0;Son Moix;
570;Osasuna;Cult. Leonesa;1;0;El Sadar;
571;Pontevedra;Hércules;1;1;Municipal de Pasarón;
572;Rayo Vallecano;Murcia;2;0;Campo de Fútbol de Vallecas;
573;Sant Andreu;Rac. Santander;2;0;Narcís Sala;
574;Sevilla;Cádiz;2;0;Ramón Sánchez-Pizjuán;
575;Valladolid;Valencia B;0;0;José Zorrilla;
576;Cádiz;Elche;1;1;Ramón de Carranza;
577;Córdoba;Sant Andreu;4;0;Nuevo Arcángel;
578;Hércules;Gimn. Tarragon;0;0;José Rico Pérez;
579;Logroñés;Mallorca;1;0;Las Gaunas;
580;Murcia;Pontevedra;3;0;Enrique Roca de Murcia;
581;Rac. Santander;Barakaldo;2;1;El Sardinero;
582;Sabadell;Rayo Vallecano;1;1;Nova Creu Alta;
583;Tenerife;Cult. Leonesa;4;1;Heliodoro Rodríguez López;
584;Valencia B;Sevilla;0;0;Paterna;
585;Valladolid;Osasuna;2;0;José Zorrilla;
586;Barakaldo;Córdoba;3;2;Nuevo Lasesarre;
587;Cult. Leonesa;Hércules;1;4;Municipal Reino de León;
588;Elche;Valencia B;4;1;Martínez Valero;
589;Gimn. Tarragon;Murcia;0;1;Nou Estadi;
590;Mallorca;Rac. Santander;0;0;Son Moix;
591;Osasuna;Tenerife;1;1;El Sadar;
592;Pontevedra;Sabadell;0;0;Municipal de Pasarón;
593;Rayo Vallecano;Logroñés;1;0;Campo de Fútbol de Vallecas;
594;Sant Andreu;Cádiz;2;4;Narcís Sala;
595;Sevilla;Valladolid;0;0;Ramón Sánchez-Pizjuán;
596;Cádiz;Barakaldo;3;1;Ramón de Carranza;
597;Córdoba;Mallorca;2;0;Nuevo Arcángel;
598;Hércules;Tenerife;3;1;José Rico Pérez;
599;Logroñés;Pontevedra;0;0;Las Gaunas;
600;Murcia;Cult. Leonesa;0;1;Enrique Roca de Murcia;
601;Rac. Santander;Rayo Vallecano;2;1;El Sardinero;
602;Sabadell;Gimn. Tarragon;3;2;Nova Creu Alta;
603;Sevilla;Osasuna;1;1;Ramón Sánchez-Pizjuán;
604;Valencia B;Sant Andreu;1;1;Paterna;
605;Valladolid;Elche;0;0;José Zorrilla;
606;Barakaldo;Valencia B;4;2;Nuevo Lasesarre;
607;Cult. Leonesa;Sabadell;0;0;Municipal Reino de León;
608;Elche;Sevilla;1;0;Martínez Valero;
609;Gimn. Tarragon;Logroñés;2;2;Nou Estadi;
610;Mallorca;Cádiz;0;0;Son Moix;
611;Osasuna;Hércules;1;0;El Sadar;
612;Pontevedra;Rac. Santander;4;0;Municipal de Pasarón;
613;Rayo Vallecano;Córdoba;3;0;Campo de Fútbol de Vallecas;
614;Sant Andreu;Valladolid;2;2;Narcís Sala;
615;Tenerife;Murcia;2;0;Heliodoro Rodríguez López;
616;Cádiz;Rayo Vallecano;2;3;Ramón de Carranza;
617;Córdoba;Pontevedra;2;1;Nuevo Arcángel;
618;Elche;Osasuna;1;0;Martínez Valero;
619;Logroñés;Cult. Leonesa;1;0;Las Gaunas;
620;Murcia;Hércules;2;0;Enrique Roca de Murcia;
621;Rac. Santander;Gimn. Tarragon;1;1;El Sardinero;
622;Sabadell;Tenerife;1;0;Nova Creu Alta;
623;Sevilla;Sant Andreu;0;0;Ramón Sánchez-Pizjuán;
624;Valencia B;Mallorca;1;3;Paterna;
625;Valladolid;Barakaldo;4;0;José Zorrilla;
626;Barakaldo;Sevilla;2;1;Nuevo Lasesarre;
627;Cult. Leonesa;Rac. Santander;1;2;Municipal Reino de León;
628;Gimn. Tarragon;Córdoba;1;1;Nou Estadi;
629;Hércules;Sabadell;0;0;José Rico Pérez;
630;Mallorca;Valladolid;0;1;Son Moix;
631;Osasuna;Murcia;1;0;El Sadar;
632;Pontevedra;Cádiz;2;1;Municipal de Pasarón;
633;Rayo Vallecano;Valencia B;1;1;Campo de Fútbol de Vallecas;
634;Sant Andreu;Elche;3;1;Narcís Sala;
635;Tenerife;Logroñés;3;0;Heliodoro Rodríguez López;
636;Cádiz;Gimn. Tarragon;1;1;Ramón de Carranza;
637;Córdoba;Cult. Leonesa;2;2;Nuevo Arcángel;
638;Elche;Barakaldo;1;0;Martínez Valero;
639;Logroñés;Hércules;1;2;Las Gaunas;
640;Rac. Santander;Tenerife;2;1;El Sardinero;
641;Sabadell;Murcia;3;3;Nova Creu Alta;
642;Sant Andreu;Osasuna;3;3;Narcís Sala;
643;Sevilla;Mallorca;2;0;Ramón Sánchez-Pizjuán;
644;Valencia B;Pontevedra;1;0;Paterna;
645;Valladolid;Rayo Vallecano;0;1;José Zorrilla;
646;Barakaldo;Sant Andreu;1;1;Nuevo Lasesarre;
647;Cult. Leonesa;Cádiz;1;1;Municipal Reino de León;
648;Gimn. Tarragon;Valencia B;2;0;Nou Estadi;
649;Hércules;Rac. Santander;5;2;José Rico Pérez;
650;Mallorca;Elche;2;2;Son Moix;
651;Murcia;Logroñés;1;0;Enrique Roca de Murcia;
652;Osasuna;Sabadell;1;3;El Sadar;
653;Pontevedra;Valladolid;3;0;Municipal de Pasarón;
654;Rayo Vallecano;Sevilla;2;1;Campo de Fútbol de Vallecas;
655;Tenerife;Córdoba;1;0;Heliodoro Rodríguez López;
656;Barakaldo;Osasuna;3;0;Nuevo Lasesarre;
657;Cádiz;Tenerife;0;0;Ramón de Carranza;
658;Córdoba;Hércules;4;2;Nuevo Arcángel;
659;Elche;Rayo Vallecano;0;1;Martínez Valero;
660;Logroñés;Sabadell;1;1;Las Gaunas;
661;Rac. Santander;Murcia;0;0;El Sardinero;
662;Sant Andreu;Mallorca;0;1;Narcís Sala;
663;Sevilla;Pontevedra;5;2;Ramón Sánchez-Pizjuán;
664;Valencia B;Cult. Leonesa;1;2;Paterna;
665;Valladolid;Gimn. Tarragon;3;0;José Zorrilla;
666;Cult. Leonesa;Valladolid;2;1;Municipal Reino de León;
667;Gimn. Tarragon;Sevilla;0;1;Nou Estadi;
668;Hércules;Cádiz;0;1;José Rico Pérez;
669;Logroñés;Osasuna;2;1;Las Gaunas;
670;Mallorca;Barakaldo;1;1;Son Moix;
671;Murcia;Córdoba;1;0;Enrique Roca de Murcia;
672;Pontevedra;Elche;0;2;Municipal de Pasarón;
673;Rayo Vallecano;Sant Andreu;4;1;Campo de Fútbol de Vallecas;
674;Sabadell;Rac. Santander;3;0;Nova Creu Alta;
675;Tenerife;Valencia B;1;1;Heliodoro Rodríguez López;
676;Barakaldo;Rayo Vallecano;2;2;Nuevo Lasesarre;
677;Cádiz;Murcia;0;1;Ramón de Carranza;
678;Córdoba;Sabadell;0;0;Nuevo Arcángel;
679;Elche;Gimn. Tarragon;1;0;Martínez Valero;
680;Osasuna;Mallorca;1;1;El Sadar;
681;Rac. Santander;Logroñés;3;0;El Sardinero;
682;Sant Andreu;Pontevedra;2;3;Narcís Sala;
683;Sevilla;Cult. Leonesa;2;0;Ramón Sánchez-Pizjuán;
684;Valencia B;Hércules;0;1;Paterna;
685;Valladolid;Tenerife;2;0;José Zorrilla;
686;Celta;Ath. Bilbao;2;1;Balaídos;
687;Elche;Barcelona;1;0;Martínez Valero;
688;Espanyol;Murcia;3;0;RCDE Stadium;
689;Las Palmas;Málaga (C.D.);1;0;Gran Canaria;
690;Rac. Santander;Zaragoza;1;1;El Sardinero;
691;Real Madrid;Castellón;0;0;Santiago Bernabéu;
692;Real Sociedad;Granada;0;2;Reale Arena;
693;Sporting Gijón;At. Madrid;0;3;El Requexón;
694;Valencia;Oviedo;2;1;Mestalla;
695;At. Madrid;Valencia;3;1;Wanda Metropolitano;
696;Ath. Bilbao;Espanyol;1;0;San Mamés;
697;Barcelona;Rac. Santander;0;0;Camp Nou;
698;Castellón;Sporting Gijón;3;2;Nuevo Castalia;
699;Granada;Real Madrid;1;1;Miguel Prieto;
700;Murcia;Real Sociedad;1;1;Enrique Roca de Murcia;
701;Málaga (C.D.);Elche;3;1;;
702;Oviedo;Las Palmas;1;0;Municipal Carlos Tartiere;
703;Zaragoza;Celta;2;1;La Romareda;
704;Castellón;Granada;1;1;Nuevo Castalia;
705;Celta;Barcelona;2;1;Balaídos;
706;Elche;Oviedo;1;1;Martínez Valero;
707;Espanyol;Zaragoza;3;1;RCDE Stadium;
708;Las Palmas;At. Madrid;1;0;Gran Canaria;
709;Rac. Santander;Málaga (C.D.);1;1;El Sardinero;
710;Real Madrid;Murcia;1;1;Santiago Bernabéu;
711;Real Sociedad;Ath. Bilbao;2;1;Reale Arena;
712;Sporting Gijón;Valencia;1;2;El Requexón;
713;At. Madrid;Elche;2;1;Wanda Metropolitano;
714;Ath. Bilbao;Real Madrid;2;1;San Mamés;
715;Barcelona;Espanyol;3;0;Camp Nou;
716;Granada;Sporting Gijón;1;0;Miguel Prieto;
717;Murcia;Castellón;3;1;Enrique Roca de Murcia;
718;Málaga (C.D.);Celta;1;1;;
719;Oviedo;Rac. Santander;2;1;Municipal Carlos Tartiere;
720;Valencia;Las Palmas;2;0;Mestalla;
721;Zaragoza;Real Sociedad;0;0;La Romareda;
722;Castellón;Ath. Bilbao;0;0;Nuevo Castalia;
723;Celta;Oviedo;5;1;Balaídos;
724;Elche;Valencia;1;0;Martínez Valero;
725;Espanyol;Málaga (C.D.);1;1;RCDE Stadium;
726;Granada;Murcia;1;1;Miguel Prieto;
727;Rac. Santander;At. Madrid;2;1;El Sardinero;
728;Real Madrid;Zaragoza;4;0;Santiago Bernabéu;
729;Real Sociedad;Barcelona;2;1;Reale Arena;
730;Sporting Gijón;Las Palmas;1;0;El Requexón;
731;At. Madrid;Celta;2;0;Wanda Metropolitano;
732;Ath. Bilbao;Granada;1;0;San Mamés;
733;Barcelona;Real Madrid;0;0;Camp Nou;
734;Las Palmas;Elche;3;1;Gran Canaria;
735;Murcia;Sporting Gijón;2;1;Enrique Roca de Murcia;
736;Málaga (C.D.);Real Sociedad;2;0;;
737;Oviedo;Espanyol;1;0;Municipal Carlos Tartiere;
738;Valencia;Rac. Santander;5;2;Mestalla;
739;Zaragoza;Castellón;3;2;La Romareda;
740;Castellón;Barcelona;0;2;Nuevo Castalia;
741;Celta;Valencia;0;2;Balaídos;
742;Espanyol;At. Madrid;1;0;RCDE Stadium;
743;Granada;Zaragoza;1;2;Miguel Prieto;
744;Murcia;Ath. Bilbao;0;0;Enrique Roca de Murcia;
745;Rac. Santander;Las Palmas;1;0;El Sardinero;
746;Real Madrid;Málaga (C.D.);0;0;Santiago Bernabéu;
747;Real Sociedad;Oviedo;2;0;Reale Arena;
748;Sporting Gijón;Elche;2;0;El Requexón;
749;At. Madrid;Real Sociedad;5;1;Wanda Metropolitano;
750;Ath. Bilbao;Sporting Gijón;2;3;San Mamés;
751;Barcelona;Granada;4;0;Camp Nou;
752;Elche;Rac. Santander;0;0;Martínez Valero;
753;Las Palmas;Celta;1;0;Gran Canaria;
754;Málaga (C.D.);Castellón;2;1;;
755;Oviedo;Real Madrid;1;1;Municipal Carlos Tartiere;
756;Valencia;Espanyol;1;0;Mestalla;
757;Zaragoza;Murcia;0;0;La Romareda;
758;Ath. Bilbao;Zaragoza;2;1;San Mamés;
759;Castellón;Oviedo;2;0;Nuevo Castalia;
760;Celta;Elche;1;0;Balaídos;
761;Espanyol;Las Palmas;2;0;RCDE Stadium;
762;Granada;Málaga (C.D.);0;0;Miguel Prieto;
763;Murcia;Barcelona;2;2;Enrique Roca de Murcia;
764;Real Madrid;At. Madrid;2;0;Santiago Bernabéu;
765;Real Sociedad;Valencia;3;2;Reale Arena;
766;Sporting Gijón;Rac. Santander;2;0;El Requexón;
767;At. Madrid;Castellón;0;0;Wanda Metropolitano;
768;Barcelona;Ath. Bilbao;2;0;Camp Nou;
769;Elche;Espanyol;0;0;Martínez Valero;
770;Las Palmas;Real Sociedad;1;0;Gran Canaria;
771;Málaga (C.D.);Murcia;1;0;;
772;Oviedo;Granada;3;0;Municipal Carlos Tartiere;
773;Rac. Santander;Celta;1;1;El Sardinero;
774;Valencia;Real Madrid;1;0;Mestalla;
775;Zaragoza;Sporting Gijón;3;0;La Romareda;
776;Ath. Bilbao;Málaga (C.D.);1;0;San Mamés;
777;Castellón;Valencia;0;0;Nuevo Castalia;
778;Espanyol;Rac. Santander;0;2;RCDE Stadium;
779;Granada;At. Madrid;1;0;Miguel Prieto;
780;Murcia;Oviedo;3;1;Enrique Roca de Murcia;
781;Real Madrid;Las Palmas;5;0;Santiago Bernabéu;
782;Real Sociedad;Elche;2;1;Reale Arena;
783;Sporting Gijón;Celta;2;1;El Requexón;
784;Zaragoza;Barcelona;2;2;La Romareda;
785;At. Madrid;Murcia;4;1;Wanda Metropolitano;
786;Barcelona;Sporting Gijón;5;1;Camp Nou;
787;Celta;Espanyol;1;2;Balaídos;
788;Elche;Real Madrid;1;0;Martínez Valero;
789;Las Palmas;Castellón;2;0;Gran Canaria;
790;Málaga (C.D.);Zaragoza;0;1;;
791;Oviedo;Ath. Bilbao;0;1;Municipal Carlos Tartiere;
792;Rac. Santander;Real Sociedad;0;0;El Sardinero;
793;Valencia;Granada;1;1;Mestalla;
794;Ath. Bilbao;At. Madrid;2;2;San Mamés;
795;Barcelona;Málaga (C.D.);4;0;Camp Nou;
796;Castellón;Elche;0;2;Nuevo Castalia;
797;Granada;Las Palmas;2;1;Miguel Prieto;
798;Murcia;Valencia;1;0;Enrique Roca de Murcia;
799;Real Madrid;Rac. Santander;3;2;Santiago Bernabéu;
800;Real Sociedad;Celta;2;1;Reale Arena;
801;Sporting Gijón;Espanyol;3;0;El Requexón;
802;Zaragoza;Oviedo;4;2;La Romareda;
803;At. Madrid;Zaragoza;0;0;Wanda Metropolitano;
804;Celta;Real Madrid;2;1;Balaídos;
805;Elche;Granada;1;0;Martínez Valero;
806;Espanyol;Real Sociedad;1;0;RCDE Stadium;
807;Las Palmas;Murcia;3;0;Gran Canaria;
808;Málaga (C.D.);Sporting Gijón;2;0;;
809;Oviedo;Barcelona;1;3;Municipal Carlos Tartiere;
810;Rac. Santander;Castellón;1;1;El Sardinero;
811;Valencia;Ath. Bilbao;0;1;Mestalla;
812;Ath. Bilbao;Las Palmas;2;1;San Mamés;
813;Barcelona;At. Madrid;2;1;Camp Nou;
814;Castellón;Celta;1;1;Nuevo Castalia;
815;Granada;Rac. Santander;2;0;Miguel Prieto;
816;Murcia;Elche;0;1;Enrique Roca de Murcia;
817;Málaga (C.D.);Oviedo;1;0;;
818;Real Madrid;Espanyol;2;1;Santiago Bernabéu;
819;Sporting Gijón;Real Sociedad;3;1;El Requexón;
820;Zaragoza;Valencia;2;1;La Romareda;
821;At. Madrid;Málaga (C.D.);2;0;Wanda Metropolitano;
822;Celta;Granada;1;0;Balaídos;
823;Elche;Ath. Bilbao;0;0;Martínez Valero;
824;Espanyol;Castellón;1;0;RCDE Stadium;
825;Las Palmas;Zaragoza;1;0;Gran Canaria;
826;Rac. Santander;Murcia;2;0;El Sardinero;
827;Real Sociedad;Real Madrid;2;2;Reale Arena;
828;Sporting Gijón;Oviedo;0;3;El Requexón;
829;Valencia;Barcelona;0;2;Mestalla;
830;Ath. Bilbao;Rac. Santander;3;1;San Mamés;
831;Barcelona;Las Palmas;3;0;Camp Nou;
832;Castellón;Real Sociedad;2;0;Nuevo Castalia;
833;Granada;Espanyol;2;0;Miguel Prieto;
834;Murcia;Celta;2;2;Enrique Roca de Murcia;
835;Málaga (C.D.);Valencia;1;0;;
836;Oviedo;At. Madrid;2;0;Municipal Carlos Tartiere;
837;Real Madrid;Sporting Gijón;2;2;Santiago Bernabéu;
838;Zaragoza;Elche;2;1;La Romareda;
839;At. Madrid;Sporting Gijón;2;0;Wanda Metropolitano;
840;Ath. Bilbao;Celta;2;0;San Mamés;
841;Barcelona;Elche;2;0;Camp Nou;
842;Castellón;Real Madrid;2;0;Nuevo Castalia;
843;Granada;Real Sociedad;2;1;Miguel Prieto;
844;Murcia;Espanyol;1;0;Enrique Roca de Murcia;
845;Málaga (C.D.);Las Palmas;1;0;;
846;Oviedo;Valencia;1;2;Municipal Carlos Tartiere;
847;Zaragoza;Rac. Santander;5;1;La Romareda;
848;Celta;Zaragoza;2;0;Balaídos;
849;Elche;Málaga (C.D.);0;1;Martínez Valero;
850;Espanyol;Ath. Bilbao;2;0;RCDE Stadium;
851;Las Palmas;Oviedo;1;2;Gran Canaria;
852;Rac. Santander;Barcelona;1;3;El Sardinero;
853;Real Madrid;Granada;0;1;Santiago Bernabéu;
854;Real Sociedad;Murcia;2;1;Reale Arena;
855;Sporting Gijón;Castellón;4;0;El Requexón;
856;Valencia;At. Madrid;0;1;Mestalla;
857;At. Madrid;Las Palmas;3;1;Wanda Metropolitano;
858;Ath. Bilbao;Real Sociedad;1;2;San Mamés;
859;Barcelona;Celta;5;2;Camp Nou;
860;Granada;Castellón;2;0;Miguel Prieto;
861;Murcia;Real Madrid;0;1;Enrique Roca de Murcia;
862;Málaga (C.D.);Rac. Santander;3;0;;
863;Oviedo;Elche;1;0;Municipal Carlos Tartiere;
864;Valencia;Sporting Gijón;6;1;Mestalla;
865;Zaragoza;Espanyol;3;1;La Romareda;
866;Castellón;Murcia;1;0;Nuevo Castalia;
867;Celta;Málaga (C.D.);5;1;Balaídos;
868;Elche;At. Madrid;0;0;Martínez Valero;
869;Espanyol;Barcelona;0;0;RCDE Stadium;
870;Las Palmas;Valencia;0;0;Gran Canaria;
871;Rac. Santander;Oviedo;2;0;El Sardinero;
872;Real Madrid;Ath. Bilbao;1;0;Santiago Bernabéu;
873;Real Sociedad;Zaragoza;2;0;Reale Arena;
874;Sporting Gijón;Granada;4;0;El Requexón;
875;At. Madrid;Rac. Santander;2;1;Wanda Metropolitano;
876;Ath. Bilbao;Castellón;2;0;San Mamés;
877;Barcelona;Real Sociedad;4;1;Camp Nou;
878;Las Palmas;Sporting Gijón;1;0;Gran Canaria;
879;Murcia;Granada;0;0;Enrique Roca de Murcia;
880;Málaga (C.D.);Espanyol;1;1;;
881;Oviedo;Celta;1;1;Municipal Carlos Tartiere;
882;Valencia;Elche;2;0;Mestalla;
883;Zaragoza;Real Madrid;2;1;La Romareda;
884;Castellón;Zaragoza;2;1;Nuevo Castalia;
885;Celta;At. Madrid;1;3;Balaídos;
886;Elche;Las Palmas;1;0;Martínez Valero;
887;Espanyol;Oviedo;2;0;RCDE Stadium;
888;Granada;Ath. Bilbao;0;0;Miguel Prieto;
889;Rac. Santander;Valencia;0;1;El Sardinero;
890;Real Madrid;Barcelona;0;5;Santiago Bernabéu;
891;Real Sociedad;Málaga (C.D.);1;1;Reale Arena;
892;Sporting Gijón;Murcia;2;1;El Requexón;
893;At. Madrid;Espanyol;5;1;Wanda Metropolitano;
894;Ath. Bilbao;Murcia;3;0;San Mamés;
895;Barcelona;Castellón;5;0;Camp Nou;
896;Elche;Sporting Gijón;1;0;Martínez Valero;
897;Las Palmas;Rac. Santander;2;0;Gran Canaria;
898;Málaga (C.D.);Real Madrid;1;0;;
899;Oviedo;Real Sociedad;0;2;Municipal Carlos Tartiere;
900;Valencia;Celta;0;0;Mestalla;
901;Zaragoza;Granada;1;0;La Romareda;
902;Castellón;Málaga (C.D.);1;0;Nuevo Castalia;
903;Celta;Las Palmas;3;1;Balaídos;
904;Espanyol;Valencia;1;0;RCDE Stadium;
905;Granada;Barcelona;1;1;Miguel Prieto;
906;Murcia;Zaragoza;1;0;Enrique Roca de Murcia;
907;Rac. Santander;Elche;2;1;El Sardinero;
908;Real Madrid;Oviedo;2;0;Santiago Bernabéu;
909;Real Sociedad;At. Madrid;0;0;Reale Arena;
910;Sporting Gijón;Ath. Bilbao;2;0;El Requexón;
911;At. Madrid;Real Madrid;0;2;Wanda Metropolitano;
912;Barcelona;Murcia;1;0;Camp Nou;
913;Elche;Celta;2;0;Martínez Valero;
914;Las Palmas;Espanyol;1;1;Gran Canaria;
915;Málaga (C.D.);Granada;1;1;;
916;Oviedo;Castellón;0;0;Municipal Carlos Tartiere;
917;Rac. Santander;Sporting Gijón;3;3;El Sardinero;
918;Valencia;Real Sociedad;1;2;Mestalla;
919;Zaragoza;Ath. Bilbao;3;0;La Romareda;
920;Ath. Bilbao;Barcelona;0;0;San Mamés;
921;Castellón;At. Madrid;1;1;Nuevo Castalia;
922;Celta;Rac. Santander;1;0;Balaídos;
923;Espanyol;Elche;1;1;RCDE Stadium;
924;Granada;Oviedo;3;0;Miguel Prieto;
925;Murcia;Málaga (C.D.);0;0;Enrique Roca de Murcia;
926;Real Madrid;Valencia;2;1;Santiago Bernabéu;
927;Real Sociedad;Las Palmas;0;0;Reale Arena;
928;Sporting Gijón;Zaragoza;2;2;El Requexón;
929;At. Madrid;Granada;2;1;Wanda Metropolitano;
930;Barcelona;Zaragoza;2;0;Camp Nou;
931;Celta;Sporting Gijón;1;0;Balaídos;
932;Elche;Real Sociedad;1;2;Martínez Valero;
933;Las Palmas;Real Madrid;1;0;Gran Canaria;
934;Málaga (C.D.);Ath. Bilbao;1;0;;
935;Oviedo;Murcia;0;1;Municipal Carlos Tartiere;
936;Rac. Santander;Espanyol;1;1;El Sardinero;
937;Valencia;Castellón;3;0;Mestalla;
938;Ath. Bilbao;Oviedo;2;0;San Mamés;
939;Castellón;Las Palmas;1;1;Nuevo Castalia;
940;Espanyol;Celta;1;0;RCDE Stadium;
941;Granada;Valencia;2;2;Miguel Prieto;
942;Murcia;At. Madrid;1;0;Enrique Roca de Murcia;
943;Real Madrid;Elche;1;0;Santiago Bernabéu;
944;Real Sociedad;Rac. Santander;4;1;Reale Arena;
945;Sporting Gijón;Barcelona;2;4;El Requexón;
946;Zaragoza;Málaga (C.D.);3;1;La Romareda;
947;At. Madrid;Ath. Bilbao;1;0;Wanda Metropolitano;
948;Celta;Real Sociedad;3;0;Balaídos;
949;Elche;Castellón;1;0;Martínez Valero;
950;Espanyol;Sporting Gijón;3;0;RCDE Stadium;
951;Las Palmas;Granada;1;1;Gran Canaria;
952;Málaga (C.D.);Barcelona;0;0;;
953;Oviedo;Zaragoza;1;0;Municipal Carlos Tartiere;
954;Rac. Santander;Real Madrid;2;1;El Sardinero;
955;Valencia;Murcia;1;0;Mestalla;
